NAME	CLUSTER	SUB-CLUSTER
LS-15019_S76_E1-50	Vip	Vip Chat_4
LS-15019_S77_E1-50	Vip	Vip Mybpc1_2
LS-15019_S78_E1-50	Vip Sncg	Vip Sncg_2
LS-15019_S79_E1-50	Vip Sncg	Vip Sncg_2
LS-15019_S80_E1-50	Vip	Vip Chat_2
LS-15019_S81_E1-50	Vip	Vip Sfrp2 1
LS-15019_S82_E1-50	Vip	Vip Sfrp2 1
LS-15019_S83_E1-50	Vip	Vip Chat_1
LS-15019_S84_E1-50	Vip	Vip Sfrp2 1
LS-15019_S85_E1-50	Vip	Vip Chat_3
LS-15019_S86_E1-50	Vip	Vip Chat_3
LS-15019_S87_E1-50	Vip	Vip Sfrp2 1
LS-15019_S88_E1-50	Vip	Vip Chat_3
LS-15019_S89_E1-50	Vip	Vip Krt12
LS-15019_S90_E1-50	Vip	Vip Sfrp2 2
LS-15019_S91_E1-50	Vip	Vip Gpc3 2
LS-15019_S92_E1-50	Vip	Vip Sfrp2 2
LS-15019_S93_E1-50	Vip	Vip Sfrp2 2
LS-15019_S94_E1-50	Vip	Vip Chat_3
LS-15019_S95_E1-50	Vip	Vip Krt12
LS-15019_S96_E1-50	Vip	Vip Sfrp2 2
LS-15023_S01_E1-50	L5a	L5 ALM Aldh3b1_2
LS-15023_S02_E1-50	L5a	L5 ALM Pld5_2
LS-15023_S03_E1-50	L2-3	L2/3 ALM Agmat
LS-15023_S04_E1-50	L2-3	L2/3 ALM Cdh13
LS-15023_S05_E1-50	Vip	Vip Krt12
LS-15023_S06_E1-50	L2-3	L2/3 ALM Cdh13
LS-15023_S07_E1-50	L5a	L5 ALM Pld5_2
LS-15023_S08_E1-50	L2-3	L2/3 ALM Cdh13
LS-15023_S09_E1-50	L2-3	L2/3 ALM Agmat
LS-15023_S10_E1-50	Lamp5	Lamp5 Nxph1_1
LS-15023_S11_E1-50	L2-3	L2/3 ALM Cdh13
LS-15023_S12_E1-50	L2-3	L2/3 ALM Agmat
LS-15023_S13_E1-50	L5a	L5 ALM Pld5_2
LS-15023_S14_E1-50	L5a	L5 ALM Pld5_2
LS-15023_S15_E1-50	L5a	L5 ALM Pld5_1
LS-15023_S16_E1-50	L2-3	L2/3 ALM Cdh13
LS-15023_S17_E1-50	L2-3	L2/3 ALM Cdh13
LS-15023_S18_E1-50	L2-3	L2/3 ALM Cbln4
LS-15023_S19_E1-50	L2-3	L2/3 ALM Cbln4
LS-15023_S20_E1-50	L2-3	L2/3 ALM Cdh13
LS-15023_S21_E1-50	L2-3	L2/3 ALM Cdh13
LS-15023_S22_E1-50	L2-3	L2/3 ALM Cbln4
LS-15023_S23_E1-50	L2-3	L2/3 ALM Cdh13
LS-15023_S24_E1-50	L5a	L5 ALM Pld5_2
LS-15023_S25_E1-50	Sst	Sst Mrap2_2
LS-15023_S26_E1-50	Sst	Sst Mrap2_2
LS-15023_S27_E1-50	Sst	Sst Mrap2_3
LS-15023_S28_E1-50	Sst	Sst Mrap2_3
LS-15023_S29_E1-50	Sst	Sst Mrap2_2
LS-15023_S30_E1-50	Sst	Sst Mrap2_3
LS-15023_S31_E1-50	Sst	Sst Mrap2_3
LS-15023_S32_E1-50	Sst	Sst Mrap2_2
LS-15023_S33_E1-50	Sst	Sst Mrap2_3
LS-15023_S34_E1-50	Sst	Sst Mrap2_2
LS-15023_S35_E1-50	Sst	Sst Myh8_4
LS-15023_S36_E1-50	Sst	Sst Myh8_4
LS-15023_S37_E1-50	Sst	Sst Myh8_2
LS-15023_S38_E1-50	Sst	Sst Myh8_4
LS-15023_S39_E1-50	Sst	Sst Myh8_4
LS-15023_S40_E1-50	Sst	Sst Myh8_2
LS-15023_S41_E1-50	Pvalb	Pvalb Cnr1 1
LS-15023_S42_E1-50	Pvalb	Pvalb Cnr1 3
LS-15023_S43_E1-50	Pvalb	Pvalb Cnr1 2
LS-15023_S44_E1-50	Pvalb	Pvalb Cnr1 3
LS-15023_S45_E1-50	Pvalb	Pvalb Cnr1 3
LS-15023_S46_E1-50	Pvalb	Pvalb Cnr1 3
LS-15023_S47_E1-50	Pvalb	Pvalb Cnr1 3
LS-15023_S48_E1-50	Pvalb	Pvalb Cnr1 3
LS-15023_S57_E1-50	Pvalb	Pvalb Cnr1 3
LS-15023_S58_E1-50	Pvalb	Pvalb Cnr1 3
LS-15023_S59_E1-50	Pvalb	Pvalb Il1rapl2  1
LS-15023_S60_E1-50	Pvalb	Pvalb Vipr2
LS-15023_S61_E1-50	Pvalb	Pvalb Il1rapl2  1
LS-15023_S62_E1-50	Pvalb	Pvalb Cnr1 3
LS-15023_S63_E1-50	Pvalb	Pvalb Cnr1 3
LS-15023_S64_E1-50	Pvalb	Pvalb Il1rapl2  1
LS-15023_S65_E1-50	Pvalb	Pvalb Il1rapl2  1
LS-15023_S66_E1-50	Pvalb	Pvalb Cnr1 3
LS-15023_S68_E1-50	Pvalb	Pvalb Cnr1 3
LS-15023_S69_E1-50	Pvalb	Pvalb Cnr1 2
LS-15023_S72_E1-50	Pvalb	Pvalb Th
LS-15026_S01_E1-50	L5a	L5 ALM Pld5_1
LS-15026_S02_E1-50	L5a	L5 ALM Pld5_1
LS-15026_S03_E1-50	L5a	L5 ALM Aldh3b1_1
LS-15026_S04_E1-50	L5a	L5 ALM Pld5_1
LS-15026_S05_E1-50	L5a	L5 ALM Aldh3b1_1
LS-15026_S06_E1-50	L5a	L5 ALM Pld5_1
LS-15026_S07_E1-50	L5a	L5 ALM Pld5_1
LS-15026_S08_E1-50	L5a	L5 ALM Pld5_1
LS-15026_S09_E1-50	L5a	L5 ALM Aldh3b1_2
LS-15026_S10_E1-50	L5a	L5 ALM Aldh3b1_2
LS-15026_S11_E1-50	L5a	L5 ALM Pld5_2
LS-15026_S12_E1-50	L2-3	L2/3 ALM Cdh13
LS-15026_S13_E1-50	L5a	L5 ALM Aldh3b1_2
LS-15026_S14_E1-50	Vip	Vip Lect1
LS-15026_S15_E1-50	L5a	L5 ALM Aldh3b1_2
LS-15026_S16_E1-50	L5a	L5 ALM Pld5_2
LS-15026_S33_E1-50	Vip	Vip Chat_1
LS-15026_S34_E1-50	Vip	Vip Sfrp2 2
LS-15026_S35_E1-50	Vip	Vip Krt12
LS-15026_S36_E1-50	Vip	Vip Chat_3
LS-15026_S37_E1-50	Vip 	Vip Cd34_1
LS-15026_S38_E1-50	Vip	Vip Krt12
LS-15026_S39_E1-50	Vip	Vip Krt12
LS-15026_S40_E1-50	Vip 	Vip Cd34_1
LS-15026_S41_E1-50	Vip	Vip Prss12_2
LS-15026_S42_E1-50	Vip	Vip Mybpc1_2
LS-15026_S43_E1-50	Vip	Vip Krt12
LS-15026_S44_E1-50	Vip	Vip Mybpc1_2
LS-15026_S45_E1-50	Vip	Vip Sfrp2 2
LS-15026_S46_E1-50	Vip	Vip Krt12
LS-15026_S47_E1-50	Vip	Vip Gpc3 2
LS-15026_S48_E1-50	Vip	Vip Mybpc1_1
LS-15026_S49_E1-50	L5a	L5 ALM Aldh3b1_2
LS-15026_S50_E1-50	L5a	L5 ALM Aldh3b1_2
LS-15026_S51_E1-50	L5a	L5 ALM Aldh3b1_3
LS-15026_S52_E1-50	L5a	L5 ALM Pld5_2
LS-15026_S53_E1-50	L5a	L5 ALM Aldh3b1_1
LS-15026_S54_E1-50	L5a	L5 ALM Aldh3b1_2
LS-15026_S55_E1-50	L5a	L5 ALM Aldh3b1_1
LS-15026_S57_E1-50	L5a	L5 ALM Pld5_1
LS-15026_S58_E1-50	L5a	L5 ALM Aldh3b1_2
LS-15026_S59_E1-50	L5a	L5 ALM Pld5_1
LS-15026_S60_E1-50	L5a	L5 ALM Aldh3b1_2
LS-15026_S61_E1-50	L5a	L5 ALM Aldh3b1_1
LS-15026_S62_E1-50	L5a	L5 ALM Aldh3b1_1
LS-15026_S63_E1-50	L5a	L5 ALM Pld5_2
LS-15026_S64_E1-50	L5a	L5 ALM Aldh3b1_2
LS-15026_S65_E1-50	L5a	L5 ALM Pld5_2
LS-15026_S66_E1-50	L5a	L5 ALM Aldh3b1_2
LS-15026_S67_E1-50	L5a	L5 ALM Aldh3b1_2
LS-15026_S68_E1-50	L5a	L5 ALM Aldh3b1_2
LS-15026_S69_E1-50	L5a	L5 ALM Pld5_1
LS-15026_S70_E1-50	L5a	L5 ALM Aldh3b1_2
LS-15026_S71_E1-50	L5a	L5 ALM Aldh3b1_1
LS-15026_S72_E1-50	L5a	L5 ALM Aldh3b1_2
LS-15026_S73_E1-50	L5a	L5 ALM Aldh3b1_2
LS-15026_S74_E1-50	L5a	L5 ALM Pld5_2
LS-15026_S75_E1-50	L5a	L5 ALM Pld5_1
LS-15026_S76_E1-50	L5a	L5 ALM Aldh3b1_2
LS-15026_S77_E1-50	L5a	L5 ALM Pld5_2
LS-15026_S78_E1-50	L5a	L5 ALM Aldh3b1_2
LS-15026_S79_E1-50	L5a	L5 ALM Aldh3b1_2
LS-15026_S80_E1-50	L5a	L5 ALM Aldh3b1_3
LS-15026_S89_E1-50	L5a	L5 ALM Aldh3b1_1
LS-15026_S90_E1-50	L5a	L5 ALM Aldh3b1_1
LS-15026_S91_E1-50	L5a	L5 ALM Aldh3b1_1
LS-15026_S92_E1-50	L5a	L5 ALM Pld5_1
LS-15026_S93_E1-50	L5a	L5 ALM Pld5_1
LS-15026_S94_E1-50	L5a	L5 ALM Aldh3b1_1
LS-15026_S95_E1-50	L4-5	L4 Sparcl1
LS-15026_S96_E1-50	L5a	L5 ALM Aldh3b1_1
LS-15027_S02_E1-50	Vip	Vip Sfrp2 2
LS-15027_S03_E1-50	Vip 	Vip Cd34_1
LS-15027_S04_E1-50	Vip	Vip Gpc3 2
LS-15027_S05_E1-50	Vip	Vip Gpc3 2
LS-15027_S06_E1-50	Vip	Vip Sfrp2 2
LS-15027_S07_E1-50	Vip	Vip Chat_1
LS-15027_S08_E1-50	Vip	Vip Krt12
LS-15027_S09_E1-50	L6a_Foxp2	L6a ALM Foxp2 
LS-15027_S10_E1-50	L6a_Foxp2	L6a ALM Foxp2 
LS-15027_S11_E1-50	L6a_Foxp2	L6a ALM Foxp2 
LS-15027_S12_E1-50	L6a_Foxp2	L6a ALM Foxp2 
LS-15027_S13_E1-50	L6a_Foxp2	L6a ALM Foxp2 
LS-15027_S14_E1-50	Endo	Endo
LS-15027_S15_E1-50	Endo	Endo
LS-15027_S16_E1-50	L5a	L5 ALM Arhgap25_3
LS-15027_S17_E1-50	Glia	Oligo
LS-15027_S18_E1-50	Endo	Endo
LS-15027_S19_E1-50	SMC	SMC
LS-15027_S20_E1-50	Sst	Sst Crygs_2
LS-15027_S21_E1-50	L5_Tshz2	L5 ALM Trh
LS-15027_S22_E1-50	Endo	Endo
LS-15027_S23_E1-50	Glia	Oligo
LS-15027_S24_E1-50	L5a	L5 ALM Arhgap25_3
LS-15027_S25_E1-50	L5a	L5 ALM Aldh3b1_1
LS-15027_S26_E1-50	L5a	L5 ALM Aldh3b1_2
LS-15027_S27_E1-50	L5a	L5 ALM Aldh3b1_1
LS-15027_S28_E1-50	L5a	L5 ALM Pld5_1
LS-15027_S29_E1-50	L5a	L5 ALM Pld5_2
LS-15027_S30_E1-50	L5a	L5 ALM Aldh3b1_2
LS-15027_S31_E1-50	L5a	L5 ALM Aldh3b1_2
LS-15027_S32_E1-50	L5a	L5 ALM Aldh3b1_2
LS-15027_S33_E1-50	L5a	L5 ALM Aldh3b1_1
LS-15027_S34_E1-50	L5a	L5 ALM Pld5_1
LS-15027_S35_E1-50	L5a	L5 ALM Aldh3b1_1
LS-15027_S36_E1-50	L5a	L5 ALM Aldh3b1_1
LS-15027_S37_E1-50	L5a	L5 ALM Aldh3b1_2
LS-15027_S38_E1-50	L5a	L5 ALM Pld5_1
LS-15027_S39_E1-50	L5a	L5 ALM Aldh3b1_2
LS-15027_S40_E1-50	L5a	L5 ALM Aldh3b1_1
LS-15027_S41_E1-50	L5a	L5 ALM Aldh3b1_1
LS-15027_S42_E1-50	L5a	L5 ALM Aldh3b1_1
LS-15027_S43_E1-50	L5a	L5 ALM Pld5_1
LS-15027_S44_E1-50	L5a	L5 ALM Aldh3b1_1
LS-15027_S45_E1-50	L5a	L5 ALM Pld5_1
LS-15027_S46_E1-50	L5a	L5 ALM Aldh3b1_3
LS-15027_S47_E1-50	L5a	L5 ALM Pld5_1
LS-15027_S48_E1-50	L5a	L5 ALM Aldh3b1_1
LS-15027_S49_E1-50	L5a	L5 ALM Pld5_1
LS-15027_S50_E1-50	L5a	L5 ALM Pld5_1
LS-15027_S51_E1-50	L5a	L5 ALM Aldh3b1_1
LS-15027_S52_E1-50	L5a	L5 ALM Aldh3b1_2
LS-15027_S53_E1-50	L5a	L5 ALM Aldh3b1_1
LS-15027_S54_E1-50	L5a	L5 ALM Aldh3b1_1
LS-15027_S55_E1-50	L5a	L5 ALM Aldh3b1_1
LS-15027_S56_E1-50	L5a	L5 ALM Aldh3b1_1
LS-15027_S57_E1-50	L5a	L5 ALM Aldh3b1_1
LS-15027_S58_E1-50	L5a	L5 ALM Pld5_1
LS-15027_S59_E1-50	L5a	L5 ALM Aldh3b1_1
LS-15027_S60_E1-50	L5a	L5 ALM Aldh3b1_1
LS-15027_S61_E1-50	L5a	L5 ALM Aldh3b1_1
LS-15027_S62_E1-50	L5a	L5 ALM Pld5_1
LS-15027_S63_E1-50	L5a	L5 ALM Pld5_1
LS-15027_S64_E1-50	L5a	L5 ALM Aldh3b1_1
LS-15027_S65_E1-50	L5a	L5 ALM Aldh3b1_1
LS-15027_S66_E1-50	L5a	L5 ALM Pld5_1
LS-15027_S67_E1-50	L5a	L5 ALM Pld5_1
LS-15027_S68_E1-50	L5a	L5 ALM Aldh3b1_1
LS-15027_S69_E1-50	L5a	L5 ALM Aldh3b1_1
LS-15027_S70_E1-50	L5a	L5 ALM Aldh3b1_1
LS-15027_S71_E1-50	L5a	L5 ALM Aldh3b1_1
LS-15027_S72_E1-50	L5a	L5 ALM Pld5_1
LS-15027_S73_E1-50	L5a	L5 ALM Pld5_1
LS-15027_S74_E1-50	L5a	L5 ALM Pld5_1
LS-15027_S75_E1-50	L5a	L5 ALM Aldh3b1_1
LS-15027_S76_E1-50	L5a	L5 ALM Aldh3b1_2
LS-15027_S77_E1-50	L5a	L5 ALM Aldh3b1_1
LS-15027_S78_E1-50	L5a	L5 ALM Aldh3b1_1
LS-15027_S79_E1-50	L5a	L5 ALM Aldh3b1_1
LS-15027_S80_E1-50	L5a	L5 ALM Aldh3b1_3
LS-15027_S81_E1-50	L5a	L5 ALM Pld5_1
LS-15027_S82_E1-50	L5a	L5 ALM Aldh3b1_1
LS-15027_S83_E1-50	L4-5	L5a Hsd11b1_low
LS-15027_S84_E1-50	L5a	L5 ALM Pld5_1
LS-15027_S85_E1-50	L5a	L5 ALM Aldh3b1_1
LS-15027_S86_E1-50	L5a	L5 ALM Pld5_1
LS-15027_S87_E1-50	L5a	L5 ALM Pld5_1
LS-15027_S88_E1-50	L5a	L5 ALM Pld5_1
LS-15035_S09_E1-50	Sst	Sst Myh8_3
LS-15035_S10_E1-50	Lamp5	Lamp5 Nxph1_1
LS-15035_S11_E1-50	SMC	SMC
LS-15035_S12_E1-50	Endo	Endo
LS-15035_S13_E1-50	Glia	Oligo
LS-15035_S15_E1-50	Glia	Oligo
LS-15035_S16_E1-50	Glia	Oligo
LS-15035_S17_E1-50	Endo	Endo
LS-15035_S18_E1-50	Endo	Endo
LS-15035_S19_E1-50	Sst	Sst Myh8_1
LS-15035_S20_E1-50	Endo	Endo
LS-15035_S21_E1-50	Endo	Endo
LS-15035_S22_E1-50	Endo	Endo
LS-15035_S23_E1-50	Endo	Endo
LS-15035_S24_E1-50	Vip	Vip Chat_1
LS-15035_S57_E1-50	L6b	L6b ALM Trh
LS-15035_S58_E1-50	Vip	Vip Prss12_1
LS-15035_S59_E1-50	Vip 	Vip Cd34_1
LS-15035_S60_E1-50	Lamp5	Lamp5 Nxph1_1
LS-15035_S61_E1-50	Lamp5	Lamp5 Nxph1_1
LS-15035_S62_E1-50	Sst	Sst Myh8_3
LS-15035_S63_E1-50	Lamp5	Lamp5 Nxph1_1
LS-15035_S64_E1-50	Lamp5	Lamp5 Nxph1_2
LS-15035_S65_E1-50	Lamp5	Lamp5 Rgs12_1
LS-15035_S66_E1-50	Vip Sncg	Vip Sncg_3
LS-15035_S67_E1-50	Vip	Vip Chat_3
LS-15035_S68_E1-50	Vip	Vip Mybpc1_1
LS-15035_S69_E1-50	Lamp5	Lamp5 Nxph1_3
LS-15035_S71_E1-50	Vip	Vip Sfrp2 1
LS-15035_S72_E1-50	Vip	Vip Prss12_1
LS-15035_S73_E1-50	L5a	L5 ALM Aldh3b1_2
LS-15035_S74_E1-50	L5a	L5 ALM Arhgap25_3
LS-15035_S75_E1-50	L5a	L5 ALM Aldh3b1_2
LS-15035_S76_E1-50	L5a	L5 ALM Arhgap25_2
LS-15035_S77_E1-50	L5a	L5 ALM Aldh3b1_2
LS-15035_S78_E1-50	L5a	L5 ALM Aldh3b1_2
LS-15035_S79_E1-50	L5a	L5 ALM Aldh3b1_1
LS-15035_S80_E1-50	L5a	L5 ALM Arhgap25_2
LS-15035_S81_E1-50	L5a	L5 ALM Aldh3b1_3
LS-15035_S82_E1-50	L5a	L5 ALM Arhgap25_3
LS-15035_S83_E1-50	L5a	L5 ALM Arhgap25_2
LS-15035_S84_E1-50	L5a	L5 ALM Arhgap25_2
LS-15035_S85_E1-50	L5a	L5 ALM Aldh3b1_2
LS-15035_S86_E1-50	L5a	L5 ALM Aldh3b1_2
LS-15035_S87_E1-50	L5a	L5 ALM Arhgap25_3
LS-15035_S88_E1-50	L5a	L5 ALM Arhgap25_2
LS-15035_S89_E1-50	L5a	L5 ALM Arhgap25_3
LS-15035_S90_E1-50	L5a	L5 ALM Arhgap25_1
LS-15035_S91_E1-50	L5a	L5 ALM Aldh3b1_2
LS-15035_S92_E1-50	L5a	L5 ALM Arhgap25_1
LS-15035_S93_E1-50	L5a	L5 ALM Arhgap25_1
LS-15035_S94_E1-50	L5a	L5 ALM Aldh3b1_1
LS-15035_S95_E1-50	L5a	L5 ALM Arhgap25_2
LS-15035_S96_E1-50	L5a	L5 ALM Aldh3b1_2
LS-15036_S01_E1-50	L6a_Foxp2	L6a ALM Foxp2 
LS-15036_S02_E1-50	Glia	Oligo
LS-15036_S03_E1-50	SMC	SMC
LS-15036_S04_E1-50	Endo	Endo
LS-15036_S06_E1-50	Glia	Oligo
LS-15036_S07_E1-50	Sst	Sst Myh8_4
LS-15036_S08_E1-50	Glia	Oligo
LS-15036_S10_E1-50	Glia	Micro_2
LS-15036_S11_E1-50	Endo	Endo
LS-15036_S13_E1-50	Glia	OPC
LS-15036_S15_E1-50	Glia	Astro
LS-15036_S16_E1-50	Glia	Micro_2
LS-15036_S17_E1-50	Glia	Oligo
LS-15036_S18_E1-50	Endo	Endo
LS-15036_S19_E1-50	Glia	Oligo
LS-15036_S20_E1-50	Glia	OPC
LS-15036_S21_E1-50	Glia	Astro
LS-15036_S22_E1-50	Glia	Astro
LS-15036_S23_E1-50	Glia	Astro
LS-15036_S41_E1-50	Lamp5	Lamp5 Nxph1_2
LS-15036_S42_E1-50	Lamp5	Lamp5 Rgs12_1
LS-15036_S43_E1-50	Vip	Vip Prss12_2
LS-15036_S44_E1-50	Lamp5	Lamp5 Rgs12_1
LS-15036_S45_E1-50	Vip	Vip Prss12_1
LS-15036_S46_E1-50	Vip	Vip Mybpc1_1
LS-15036_S47_E1-50	Vip	Vip Prss12_1
LS-15036_S48_E1-50	Vip	Vip Mybpc1_2
LS-15036_S49_E1-50	Vip	Vip Sfrp2 1
LS-15036_S50_E1-50	Vip	Vip Prss12_1
LS-15036_S51_E1-50	Lamp5	Lamp5 Nxph1_2
LS-15036_S52_E1-50	Vip	Vip Chat_1
LS-15036_S53_E1-50	Vip	Vip Sfrp2 1
LS-15036_S54_E1-50	Vip	Vip Gpc3 2
LS-15036_S55_E1-50	Vip	Vip Gpc3 2
LS-15036_S56_E1-50	Vip	Vip Chat_1
LS-15036_S65_E1-50	L5a	L5 ALM Aldh3b1_1
LS-15036_S66_E1-50	L5a	L5 ALM Aldh3b1_2
LS-15036_S67_E1-50	L5a	L5 ALM Arhgap25_2
LS-15036_S68_E1-50	L5a	L5 ALM Arhgap25_1
LS-15036_S69_E1-50	L5a	L5 ALM Aldh3b1_1
LS-15036_S70_E1-50	L5a	L5 ALM Aldh3b1_1
LS-15036_S71_E1-50	L5a	L5 ALM Arhgap25_1
LS-15036_S72_E1-50	L5a	L5 ALM Aldh3b1_1
LS-15036_S73_E1-50	L5a	L5 ALM Aldh3b1_1
LS-15036_S74_E1-50	L5a	L5 ALM Aldh3b1_1
LS-15036_S75_E1-50	L5a	L5 ALM Aldh3b1_2
LS-15036_S76_E1-50	L5a	L5 ALM Aldh3b1_1
LS-15036_S77_E1-50	L5a	L5 ALM Aldh3b1_1
LS-15036_S78_E1-50	L5a	L5 ALM Aldh3b1_2
LS-15036_S79_E1-50	L5a	L5 ALM Aldh3b1_3
LS-15036_S80_E1-50	L5a	L5 ALM Aldh3b1_1
LS-15036_S81_E1-50	L5a	L5 ALM Arhgap25_2
LS-15036_S82_E1-50	L5a	L5 ALM Aldh3b1_1
LS-15036_S83_E1-50	L5a	L5 ALM Aldh3b1_1
LS-15036_S84_E1-50	L5a	L5 ALM Aldh3b1_3
LS-15036_S85_E1-50	L5a	L5 ALM Arhgap25_1
LS-15036_S86_E1-50	L5a	L5 ALM Arhgap25_1
LS-15036_S87_E1-50	L5a	L5a Batf3
LS-15036_S88_E1-50	L5a	L5 ALM Arhgap25_1
LS-15036_S89_E1-50	L5a	L5 ALM Aldh3b1_1
LS-15036_S90_E1-50	L5a	L5 ALM Arhgap25_1
LS-15036_S92_E1-50	L5a	L5 ALM Aldh3b1_1
LS-15036_S93_E1-50	L5a	L5 ALM Aldh3b1_1
LS-15036_S94_E1-50	L5a	L5 ALM Aldh3b1_3
LS-15036_S95_E1-50	L5a	L5 ALM Aldh3b1_1
LS-15036_S96_E1-50	L5a	L5 ALM Pld5_1
LS-15047_S01_E1-50	Pvalb	Pvalb Il1rapl2  1
LS-15047_S02_E1-50	Pvalb	Pvalb Cnr1 3
LS-15047_S03_E1-50	Pvalb	Pvalb Cnr1 3
LS-15047_S04_E1-50	Pvalb	Pvalb Cnr1 3
LS-15047_S05_E1-50	Pvalb	Pvalb Il1rapl2  1
LS-15047_S06_E1-50	Pvalb	Pvalb Cnr1 3
LS-15047_S07_E1-50	Pvalb	Pvalb Cnr1 3
LS-15047_S08_E1-50	Pvalb	Pvalb Cnr1 3
LS-15047_S09_E1-50	Pvalb	Pvalb Cnr1 3
LS-15047_S10_E1-50	Pvalb	Pvalb Il1rapl2  1
LS-15047_S11_E1-50	Pvalb	Pvalb Il1rapl2  1
LS-15047_S12_E1-50	Pvalb	Pvalb Il1rapl2 2
LS-15047_S13_E1-50	Pvalb	Pvalb Cnr1 3
LS-15047_S14_E1-50	Pvalb	Pvalb Cnr1 3
LS-15047_S15_E1-50	Pvalb	Pvalb Cnr1 3
LS-15047_S16_E1-50	Pvalb	Pvalb Cnr1 3
LS-15047_S17_E1-50	Glia	Micro_2
LS-15047_S18_E1-50	Endo	Endo
LS-15047_S19_E1-50	Glia	Astro
LS-15047_S20_E1-50	L6a_Foxp2	L6a ALM Foxp2 
LS-15047_S21_E1-50	Endo	Endo
LS-15047_S22_E1-50	Glia	Astro
LS-15047_S24_E1-50	Glia	Oligo
LS-15047_S25_E1-50	L6a_Foxp2	L6a ALM Foxp2 
LS-15047_S26_E1-50	L6a_Foxp2	L6a ALM Foxp2 
LS-15047_S27_E1-50	L6a_Foxp2	L6a ALM Foxp2 
LS-15047_S28_E1-50	L6a_Foxp2	L6a ALM Foxp2 
LS-15047_S29_E1-50	L6a_Foxp2	L6a ALM Foxp2 
LS-15047_S30_E1-50	L6a_Foxp2	L6a ALM Foxp2 
LS-15047_S31_E1-50	L6a_Foxp2	L6a ALM Foxp2 
LS-15047_S32_E1-50	L6a_Foxp2	L6a Col12a1_1
LS-15047_S34_E1-50	Glia	OPC
LS-15047_S36_E1-50	Glia	Micro_2
LS-15047_S37_E1-50	Glia	Astro
LS-15047_S38_E1-50	Glia	Astro
LS-15047_S39_E1-50	L5a	L5 ALM Arhgap25_2
LS-15047_S40_E1-50	Glia	Oligo
LS-15047_S41_E1-50	Pvalb	Pvalb Il1rapl2  1
LS-15047_S42_E1-50	Pvalb	Pvalb Cnr1 3
LS-15047_S43_E1-50	Pvalb	Pvalb Il1rapl2  1
LS-15047_S44_E1-50	Pvalb	Pvalb Cnr1 3
LS-15047_S45_E1-50	Pvalb	Pvalb Cnr1 3
LS-15047_S46_E1-50	Pvalb	Pvalb Cnr1 3
LS-15047_S47_E1-50	Pvalb	Pvalb Cnr1 3
LS-15047_S48_E1-50	Pvalb	Pvalb Cnr1 3
LS-15047_S57_E1-50	Pvalb	Pvalb Cnr1 3
LS-15047_S58_E1-50	Pvalb	Pvalb Cnr1 3
LS-15047_S59_E1-50	Pvalb	Pvalb Cnr1 3
LS-15047_S60_E1-50	Pvalb	Pvalb Cnr1 3
LS-15047_S61_E1-50	Pvalb	Pvalb Cnr1 3
LS-15047_S62_E1-50	Pvalb	Pvalb Vipr2
LS-15047_S63_E1-50	Pvalb	Pvalb Cnr1 3
LS-15047_S64_E1-50	Pvalb	Pvalb Cnr1 2
LS-15047_S65_E1-50	Pvalb	Pvalb Il1rapl2  1
LS-15047_S66_E1-50	Pvalb	Pvalb Il1rapl2  1
LS-15047_S67_E1-50	Pvalb	Pvalb Il1rapl2  1
LS-15047_S68_E1-50	Pvalb	Pvalb Cnr1 3
LS-15047_S69_E1-50	Pvalb	Pvalb Cnr1 3
LS-15047_S70_E1-50	Pvalb	Pvalb Cnr1 3
LS-15047_S71_E1-50	Pvalb	Pvalb Cnr1 3
LS-15047_S72_E1-50	Pvalb	Pvalb Cnr1 3
LS-15047_S73_E1-50	Pvalb	Pvalb Cnr1 3
LS-15047_S74_E1-50	Pvalb	Pvalb Il1rapl2  1
LS-15047_S75_E1-50	Pvalb	Pvalb Il1rapl2  1
LS-15047_S76_E1-50	Pvalb	Pvalb Cnr1 3
LS-15047_S77_E1-50	Pvalb	Pvalb Cnr1 3
LS-15047_S78_E1-50	Pvalb	Pvalb Cnr1 3
LS-15047_S79_E1-50	Pvalb	Pvalb Cnr1 3
LS-15047_S80_E1-50	Pvalb	Pvalb Cnr1 3
LS-15047_S81_E1-50	Pvalb	Pvalb Cnr1 3
LS-15047_S82_E1-50	Pvalb	Pvalb Cnr1 3
LS-15047_S83_E1-50	Pvalb	Pvalb Cnr1 3
LS-15047_S84_E1-50	Pvalb	Pvalb Cnr1 3
LS-15047_S85_E1-50	Pvalb	Pvalb Cnr1 3
LS-15047_S86_E1-50	Pvalb	Pvalb Cnr1 3
LS-15047_S87_E1-50	Pvalb	Pvalb Cnr1 3
LS-15047_S88_E1-50	Pvalb	Pvalb Cnr1 3
LS-15047_S89_E1-50	Pvalb	Pvalb Cnr1 3
LS-15047_S90_E1-50	Pvalb	Pvalb Cnr1 3
LS-15047_S91_E1-50	Pvalb	Pvalb Il1rapl2  1
LS-15047_S92_E1-50	Pvalb	Pvalb Il1rapl2  1
LS-15047_S93_E1-50	Pvalb	Pvalb Cnr1 3
LS-15047_S94_E1-50	Pvalb	Pvalb Cnr1 3
LS-15047_S95_E1-50	Pvalb	Pvalb Cnr1 3
LS-15072_S57_E1-50	Vip	Vip Gpc3 3
LS-15072_S58_E1-50	Vip	Vip Gpc3 2
LS-15072_S59_E1-50	Vip	Vip Gpc3 3
LS-15072_S60_E1-50	Vip	Vip Chat_3
