NAME	CLUSTER	SUB-CLUSTER
LS-15072_S61_E1-50	Vip	Vip Gpc3 2
LS-15072_S62_E1-50	Vip	Vip Gpc3 3
LS-15072_S63_E1-50	Vip	Vip Gpc3 2
LS-15072_S64_E1-50	Vip	Vip Gpc3 3
LS-15072_S65_E1-50	Vip	Vip Gpc3 3
LS-15072_S66_E1-50	Vip	Vip Gpc3 2
LS-15072_S67_E1-50	Vip	Vip Sfrp2 2
LS-15072_S68_E1-50	Vip	Vip Sfrp2 2
LS-15072_S69_E1-50	Vip	Vip Krt12
LS-15072_S70_E1-50	Vip	Vip Prss12_2
LS-15072_S71_E1-50	Vip	Vip Chat_1
LS-15072_S72_E1-50	Vip	Vip Gpc3 2
LS-15087_S33_E1-50	Pvalb	Pvalb Cnr1 2
LS-15087_S34_E1-50	Pvalb	Pvalb Cnr1 3
LS-15087_S35_E1-50	Pvalb	Pvalb Cnr1 1
LS-15087_S36_E1-50	Pvalb	Pvalb Cnr1 3
LS-15087_S37_E1-50	Pvalb	Pvalb Cnr1 1
LS-15087_S38_E1-50	Pvalb	Pvalb Cnr1 3
LS-15087_S39_E1-50	Pvalb	Pvalb Cnr1 3
LS-15087_S40_E1-50	Pvalb	Pvalb Cnr1 1
LS-15087_S41_E1-50	Pvalb	Pvalb Cnr1 3
LS-15087_S42_E1-50	Pvalb	Pvalb Cnr1 3
LS-15087_S43_E1-50	Pvalb	Pvalb Cnr1 2
LS-15087_S44_E1-50	Pvalb	Pvalb Cnr1 3
LS-15087_S45_E1-50	Pvalb	Pvalb Cnr1 3
LS-15087_S46_E1-50	Pvalb	Pvalb Il1rapl2  1
LS-15087_S47_E1-50	Pvalb	Pvalb Cnr1 2
LS-15087_S48_E1-50	Pvalb	Pvalb Cnr1 2
LS-15087_S57_E1-50	Pvalb	Pvalb Cnr1 2
LS-15087_S58_E1-50	Pvalb	Pvalb Cnr1 3
LS-15087_S59_E1-50	Pvalb	Pvalb Il1rapl2  1
LS-15087_S60_E1-50	Pvalb	Pvalb Il1rapl2 2
LS-15087_S61_E1-50	Pvalb	Pvalb Il1rapl2  1
LS-15087_S62_E1-50	Pvalb	Pvalb Il1rapl2  1
LS-15087_S63_E1-50	Pvalb	Pvalb Vipr2
LS-15087_S64_E1-50	Pvalb	Pvalb Il1rapl2  1
LS-15087_S65_E1-50	Sst	Sst Mrap2_3
LS-15087_S66_E1-50	Pvalb	Pvalb Il1rapl2  1
LS-15087_S67_E1-50	Pvalb	Pvalb Il1rapl2  1
LS-15087_S68_E1-50	Pvalb	Pvalb Il1rapl2  1
LS-15087_S69_E1-50	Pvalb	Pvalb Il1rapl2  1
LS-15087_S70_E1-50	Pvalb	Pvalb Il1rapl2  1
LS-15087_S71_E1-50	Pvalb	Pvalb Il1rapl2  1
LS-15087_S72_E1-50	Pvalb	Pvalb Il1rapl2  1
LS-15087_S73_E1-50	Pvalb	Pvalb Cnr1 3
LS-15087_S74_E1-50	Pvalb	Pvalb Cnr1 3
LS-15087_S75_E1-50	Pvalb	Pvalb Cnr1 3
LS-15087_S76_E1-50	Pvalb	Pvalb Il1rapl2  1
LS-15087_S77_E1-50	Pvalb	Pvalb Il1rapl2 2
LS-15087_S78_E1-50	Glia	Astro
LS-15087_S79_E1-50	Pvalb	Pvalb Il1rapl2 2
LS-15087_S80_E1-50	Pvalb	Pvalb Il1rapl2  1
LS-15087_S81_E1-50	Pvalb	Pvalb Cnr1 3
LS-15087_S82_E1-50	Pvalb	Pvalb Cnr1 3
LS-15087_S83_E1-50	Pvalb	Pvalb Cnr1 3
LS-15087_S84_E1-50	Pvalb	Pvalb Il1rapl2  1
LS-15087_S85_E1-50	Pvalb	Pvalb Cnr1 3
LS-15087_S86_E1-50	Pvalb	Pvalb Cnr1 3
LS-15087_S87_E1-50	Pvalb	Pvalb Cnr1 3
LS-15087_S88_E1-50	Pvalb	Pvalb Cnr1 3
LS-15087_S90_E1-50	Pvalb	Pvalb Il1rapl2  1
LS-15087_S91_E1-50	Pvalb	Pvalb Cnr1 3
LS-15087_S92_E1-50	Pvalb	Pvalb Cnr1 3
LS-15087_S93_E1-50	Pvalb	Pvalb Cnr1 3
LS-15087_S94_E1-50	Pvalb	Pvalb Cnr1 3
LS-15087_S95_E1-50	Pvalb	Pvalb Cnr1 3
LS-15087_S96_E1-50	Pvalb	Pvalb Cnr1 3
LS-15305_S09_E1-50	Vip	Vip Prss12_1
LS-15305_S10_E1-50	Lamp5	Lamp5 Nxph1_1
LS-15305_S11_E1-50	Sst	Sst Mrap2_1
LS-15305_S12_E1-50	Vip	Vip Sfrp2 1
LS-15305_S13_E1-50	Vip	Vip Sfrp2 2
LS-15305_S14_E1-50	Vip	Vip Sfrp2 2
LS-15305_S15_E1-50	Vip Sncg	Vip Sncg Slc17a8
LS-15305_S16_E1-50	Vip	Vip Chat_1
LS-15305_S17_E1-50	Lamp5	Lamp5 Nxph1_2
LS-15305_S18_E1-50	Lamp5	Lamp5 Nxph1_4
LS-15305_S19_E1-50	Sst	Sst Myh8_4
LS-15305_S20_E1-50	Vip	Vip Cd34_2
LS-15305_S21_E1-50	Sst	Sst Myh8_4
LS-15305_S22_E1-50	Sst	Sst Myh8_5
LS-15305_S23_E1-50	Lamp5	Lamp5 Nxph1_1
LS-15305_S24_E1-50	Vip	Vip Sfrp2 2
LS-15305_S25_E1-50	Lamp5	Lamp5 Nxph1_2
LS-15305_S26_E1-50	Vip	Vip Mybpc1_1
LS-15305_S27_E1-50	Lamp5	Lamp5 Rgs12_3
LS-15305_S28_E1-50	Lamp5	Pax6
LS-15305_S29_E1-50	Lamp5	Lamp5 Rgs12_1
LS-15305_S30_E1-50	Lamp5	Lamp5 Nxph1_2
LS-15305_S31_E1-50	Lamp5	Lamp5 Nxph1_2
LS-15305_S32_E1-50	Meis2	Meis2
LS-15305_S33_E1-50	Vip	Vip Gpc3 2
LS-15305_S34_E1-50	Vip 	Vip Cd34_1
LS-15305_S35_E1-50	Lamp5	Lamp5 Rgs12_3
LS-15305_S36_E1-50	Sst	Sst Crygs_3
LS-15305_S37_E1-50	Vip	Vip Sfrp2 2
LS-15305_S38_E1-50	Lamp5	Lamp5 Nxph1_1
LS-15305_S39_E1-50	Vip	Vip Gpc3 2
LS-15305_S41_E1-50	Lamp5	Lamp5 Nxph1_1
LS-15305_S42_E1-50	Vip	Vip Sfrp2 1
LS-15305_S43_E1-50	Lamp5	Lamp5 Nxph1_1
LS-15305_S44_E1-50	Vip	Vip Sfrp2 2
LS-15305_S45_E1-50	Pvalb	Pvalb Cnr1 3
LS-15305_S46_E1-50	Vip	Vip Prss12_1
LS-15305_S47_E1-50	Vip	Vip Sfrp2 2
LS-15305_S48_E1-50	Vip	Vip Krt12
LS-15305_S49_E1-50	Vip	Vip Chat_3
LS-15305_S50_E1-50	Vip	Vip Mybpc1_1
LS-15305_S51_E1-50	Vip	Vip Mybpc1_2
LS-15305_S52_E1-50	Vip Sncg	Vip Sncg_2
LS-15305_S53_E1-50	Vip	Vip Chat_1
LS-15305_S54_E1-50	Vip	Vip Mybpc1_1
LS-15305_S55_E1-50	Lamp5	Lamp5 Nxph1_1
LS-15305_S56_E1-50	Lamp5	Lamp5 Nxph1_1
LS-15305_S57_E1-50	Pvalb	Pvalb Il1rapl2  1
LS-15305_S58_E1-50	Pvalb	Pvalb Il1rapl2  1
LS-15305_S59_E1-50	Pvalb	Pvalb Il1rapl2  1
LS-15305_S60_E1-50	Pvalb	Pvalb Il1rapl2 2
LS-15305_S61_E1-50	Pvalb	Pvalb Il1rapl2  1
LS-15305_S62_E1-50	Pvalb	Pvalb Cnr1 3
LS-15305_S63_E1-50	Pvalb	Pvalb Il1rapl2  1
LS-15305_S64_E1-50	Pvalb	Pvalb Cnr1 3
LS-15305_S65_E1-50	Pvalb	Pvalb Il1rapl2  1
LS-15305_S66_E1-50	Pvalb	Pvalb Cnr1 1
LS-15305_S67_E1-50	Pvalb	Pvalb Cnr1 3
LS-15305_S68_E1-50	Pvalb	Pvalb Cnr1 3
LS-15305_S69_E1-50	Pvalb	Pvalb Cnr1 3
LS-15305_S70_E1-50	Pvalb	Pvalb Cnr1 3
LS-15305_S71_E1-50	Pvalb	Pvalb Il1rapl2 2
LS-15305_S72_E1-50	Pvalb	Pvalb Il1rapl2  1
LS-15305_S73_E1-50	Pvalb	Pvalb Cnr1 3
LS-15305_S74_E1-50	Pvalb	Pvalb Cnr1 3
LS-15305_S75_E1-50	Pvalb	Pvalb Cnr1 3
LS-15305_S76_E1-50	Pvalb	Pvalb Cnr1 3
LS-15305_S77_E1-50	Pvalb	Pvalb Cnr1 3
LS-15305_S78_E1-50	Pvalb	Pvalb Cnr1 3
LS-15305_S79_E1-50	Pvalb	Pvalb Il1rapl2 2
LS-15305_S80_E1-50	Pvalb	Pvalb Cnr1 2
LS-15305_S81_E1-50	Pvalb	Pvalb Cnr1 2
LS-15305_S82_E1-50	Pvalb	Pvalb Cnr1 3
LS-15305_S83_E1-50	Pvalb	Pvalb Cnr1 2
LS-15305_S84_E1-50	Pvalb	Pvalb Il1rapl2  1
LS-15305_S85_E1-50	Pvalb	Pvalb Vipr2
LS-15305_S86_E1-50	Pvalb	Pvalb Il1rapl2  1
LS-15305_S87_E1-50	Pvalb	Pvalb Il1rapl2  1
LS-15305_S88_E1-50	Pvalb	Pvalb Il1rapl2  1
LS-15306_S01_E1-50	L5a	L5 ALM Aldh3b1_1
LS-15306_S02_E1-50	L5a	L5 ALM Pld5_1
LS-15306_S03_E1-50	L5a	L5 ALM Pld5_1
LS-15306_S04_E1-50	L5a	L5 ALM Aldh3b1_1
LS-15306_S05_E1-50	L5a	L5 ALM Pld5_1
LS-15306_S06_E1-50	L5a	L5 ALM Pld5_1
LS-15306_S07_E1-50	L5a	L5 ALM Pld5_1
LS-15306_S08_E1-50	L5a	L5 ALM Pld5_1
LS-15306_S17_E1-50	L5a	L5 ALM Aldh3b1_1
LS-15306_S18_E1-50	L5a	L5 ALM Aldh3b1_1
LS-15306_S19_E1-50	L5a	L5 ALM Pld5_1
LS-15306_S20_E1-50	L5a	L5 ALM Arhgap25_1
LS-15306_S21_E1-50	L5a	L5 ALM Pld5_1
LS-15306_S22_E1-50	L5a	L5 ALM Aldh3b1_1
LS-15306_S23_E1-50	L5a	L5 ALM Aldh3b1_1
LS-15306_S24_E1-50	L5a	L5 ALM Aldh3b1_1
LS-15306_S25_E1-50	L5a	L5 ALM Pld5_1
LS-15306_S26_E1-50	L5a	L5 ALM Pld5_1
LS-15306_S27_E1-50	L5a	L5 ALM Aldh3b1_1
LS-15306_S28_E1-50	L5a	L5 ALM Pld5_1
LS-15306_S29_E1-50	L5a	L5 ALM Pld5_1
LS-15306_S30_E1-50	L4-5	L4 Sparcl1
LS-15306_S31_E1-50	L5a	L5 ALM Aldh3b1_2
LS-15306_S32_E1-50	L5a	L5 ALM Pld5_1
LS-15306_S33_E1-50	L5a	L5 ALM Aldh3b1_1
LS-15306_S34_E1-50	L5a	L5 ALM Aldh3b1_2
LS-15306_S35_E1-50	L5a	L5 ALM Pld5_1
LS-15306_S36_E1-50	L5a	L5 ALM Aldh3b1_1
LS-15306_S37_E1-50	L5a	L5 ALM Aldh3b1_1
LS-15306_S38_E1-50	L4-5	L5a Hsd11b1_low
LS-15306_S39_E1-50	L5a	L5 ALM Pld5_1
LS-15306_S40_E1-50	L5a	L5 ALM Aldh3b1_1
LS-15306_S41_E1-50	L5a	L5 ALM Pld5_1
LS-15306_S42_E1-50	L5a	L5 ALM Pld5_1
LS-15306_S43_E1-50	L5a	L5 ALM Aldh3b1_1
LS-15306_S44_E1-50	L5a	L5 ALM Aldh3b1_1
LS-15306_S45_E1-50	L5a	L5 ALM Aldh3b1_1
LS-15306_S46_E1-50	L5a	L5 ALM Pld5_1
LS-15306_S47_E1-50	L5a	L5 ALM Aldh3b1_1
LS-15306_S48_E1-50	L5a	L5 ALM Pld5_1
LS-15307_S01_E1-50	L5a	L5 ALM Pld5_1
LS-15307_S02_E1-50	L5a	L5 ALM Aldh3b1_1
LS-15307_S03_E1-50	L5a	L5 ALM Aldh3b1_1
LS-15307_S04_E1-50	L5a	L5 ALM Pld5_1
LS-15307_S05_E1-50	L5a	L5 ALM Pld5_1
LS-15307_S06_E1-50	L5a	L5 ALM Pld5_1
LS-15307_S07_E1-50	L5a	L5 ALM Pld5_1
LS-15307_S08_E1-50	L5a	L5 ALM Pld5_1
LS-15308_S65_E1-50	Vip	Vip Chat_2
LS-15308_S66_E1-50	Vip Sncg	Vip Sncg_2
LS-15308_S67_E1-50	Vip	Vip Mybpc1_2
LS-15308_S68_E1-50	Vip	Vip Mybpc1_1
LS-15308_S69_E1-50	Lamp5	Lamp5 Nxph1_1
LS-15308_S70_E1-50	Lamp5	Lamp5 Nxph1_1
LS-15308_S71_E1-50	Vip	Vip Mybpc1_1
LS-15308_S72_E1-50	Vip Sncg	Vip Sncg_3
LS-15308_S73_E1-50	Lamp5	Lamp5 Nxph1_1
LS-15308_S74_E1-50	Vip	Vip Lect1
LS-15308_S75_E1-50	Lamp5	Lamp5 Nxph1_3
LS-15308_S76_E1-50	Vip	Vip Chat_3
LS-15308_S77_E1-50	Vip	Vip Mybpc1_1
LS-15308_S78_E1-50	Vip	Vip Sfrp2 1
LS-15308_S79_E1-50	Lamp5	Lamp5 Nxph1_1
LS-15308_S80_E1-50	Vip	Vip Lect1
LS-15308_S81_E1-50	Lamp5	Lamp5 Nxph1_1
LS-15308_S82_E1-50	Vip	Vip Mybpc1_1
LS-15308_S83_E1-50	Vip	Vip Chat_4
LS-15308_S84_E1-50	Vip	Vip Mybpc1_1
LS-15308_S85_E1-50	Vip	Vip Prss12_2
LS-15308_S86_E1-50	Lamp5	Pax6
LS-15308_S87_E1-50	Vip Sncg	Vip Sncg_1
LS-15308_S88_E1-50	Vip	Vip Prss12_2
LS-15308_S89_E1-50	Vip	Vip Prss12_1
LS-15308_S90_E1-50	Vip	Vip Chat_1
LS-15308_S91_E1-50	Vip	Vip Sfrp2 1
LS-15308_S92_E1-50	Vip Sncg	Vip Sncg Slc17a8
LS-15308_S93_E1-50	Vip	Vip Mybpc1_1
LS-15308_S94_E1-50	Vip	Vip Sfrp2 1
LS-15308_S95_E1-50	Vip	Vip Chat_1
LS-15308_S96_E1-50	Vip Sncg	Vip Sncg_3
LS-15338_S33_E1-50	Pvalb	Pvalb Cnr1 1
LS-15338_S34_E1-50	Pvalb	Pvalb Cnr1 3
LS-15338_S35_E1-50	Pvalb	Pvalb Cnr1 2
LS-15338_S36_E1-50	Pvalb	Pvalb Cnr1 1
LS-15338_S37_E1-50	Pvalb	Pvalb Cnr1 2
LS-15338_S38_E1-50	Pvalb	Pvalb Cnr1 2
LS-15338_S39_E1-50	Pvalb	Pvalb Cnr1 2
LS-15338_S40_E1-50	Pvalb	Pvalb Cnr1 3
LS-15338_S41_E1-50	Pvalb	Pvalb Cnr1 3
LS-15338_S42_E1-50	Pvalb	Pvalb Il1rapl2  1
LS-15338_S43_E1-50	Pvalb	Pvalb Il1rapl2 2
LS-15338_S44_E1-50	Pvalb	Pvalb Il1rapl2  1
LS-15338_S45_E1-50	Pvalb	Pvalb Il1rapl2  1
LS-15338_S46_E1-50	Pvalb	Pvalb Il1rapl2  1
LS-15338_S47_E1-50	Pvalb	Pvalb Il1rapl2  1
LS-15338_S48_E1-50	Pvalb	Pvalb Cnr1 2
LS-15338_S49_E1-50	Pvalb	Pvalb Cnr1 3
LS-15338_S50_E1-50	Pvalb	Pvalb Cnr1 3
LS-15338_S51_E1-50	Pvalb	Pvalb Cnr1 3
LS-15338_S52_E1-50	Pvalb	Pvalb Il1rapl2  1
LS-15338_S53_E1-50	Pvalb	Pvalb Cnr1 3
LS-15338_S54_E1-50	Pvalb	Pvalb Cnr1 3
LS-15338_S55_E1-50	Pvalb	Pvalb Il1rapl2  1
LS-15338_S56_E1-50	Pvalb	Pvalb Cnr1 3
LS-15338_S57_E1-50	Pvalb	Pvalb Cnr1 3
LS-15338_S58_E1-50	Pvalb	Pvalb Cnr1 3
LS-15338_S59_E1-50	Pvalb	Pvalb Cnr1 3
LS-15338_S60_E1-50	Pvalb	Pvalb Cnr1 3
LS-15338_S61_E1-50	Pvalb	Pvalb Cnr1 3
LS-15338_S62_E1-50	Pvalb	Pvalb Cnr1 3
LS-15338_S63_E1-50	Pvalb	Pvalb Cnr1 3
LS-15338_S64_E1-50	Pvalb	Pvalb Cnr1 3
LS-15338_S65_E1-50	Pvalb	Pvalb Cnr1 3
LS-15338_S70_E1-50	Pvalb	Pvalb Cnr1 3
LS-15338_S71_E1-50	Pvalb	Pvalb Cnr1 3
LS-15338_S72_E1-50	Pvalb	Pvalb Cnr1 3
LS-15339_S09_E1-50	Pvalb	Pvalb Il1rapl2  1
LS-15339_S10_E1-50	Pvalb	Pvalb Il1rapl2 2
LS-15339_S11_E1-50	Pvalb	Pvalb Il1rapl2  1
LS-15339_S12_E1-50	Pvalb	Pvalb Il1rapl2  1
LS-15339_S13_E1-50	Pvalb	Pvalb Il1rapl2  1
LS-15339_S14_E1-50	Pvalb	Pvalb Il1rapl2  1
LS-15339_S15_E1-50	Pvalb	Pvalb Il1rapl2  1
LS-15339_S16_E1-50	Pvalb	Pvalb Cnr1 3
LS-15339_S17_E1-50	Pvalb	Pvalb Il1rapl2  1
LS-15339_S18_E1-50	Sst	Sst Mrap2_3
LS-15339_S19_E1-50	Pvalb	Pvalb Il1rapl2  1
LS-15339_S20_E1-50	Pvalb	Pvalb Il1rapl2  1
LS-15339_S21_E1-50	Pvalb	Pvalb Il1rapl2  1
LS-15339_S22_E1-50	Pvalb	Pvalb Cnr1 3
LS-15339_S23_E1-50	Pvalb	Pvalb Cnr1 3
LS-15339_S24_E1-50	Pvalb	Pvalb Cnr1 1
LS-15339_S25_E1-50	Pvalb	Pvalb Cnr1 3
LS-15339_S26_E1-50	Pvalb	Pvalb Cnr1 3
LS-15339_S27_E1-50	Pvalb	Pvalb Cnr1 3
LS-15339_S28_E1-50	Pvalb	Pvalb Cnr1 3
LS-15339_S29_E1-50	Pvalb	Pvalb Cnr1 2
LS-15339_S30_E1-50	Pvalb	Pvalb Il1rapl2  1
LS-15339_S31_E1-50	Pvalb	Pvalb Cnr1 3
LS-15339_S32_E1-50	Sst	Sst Crygs_1
LS-15339_S33_E1-50	Pvalb	Pvalb Cnr1 3
LS-15339_S34_E1-50	Pvalb	Pvalb Cnr1 3
LS-15339_S35_E1-50	Pvalb	Pvalb Cnr1 3
LS-15339_S36_E1-50	Pvalb	Pvalb Cnr1 1
LS-15339_S37_E1-50	Pvalb	Pvalb Cnr1 1
LS-15339_S38_E1-50	Pvalb	Pvalb Cnr1 3
LS-15339_S39_E1-50	Pvalb	Pvalb Cnr1 3
LS-15339_S40_E1-50	Pvalb	Pvalb Cnr1 3
LS-15339_S41_E1-50	Pvalb	Pvalb Th
LS-15339_S42_E1-50	Pvalb	Pvalb Cnr1 2
LS-15339_S43_E1-50	Pvalb	Pvalb Cnr1 2
LS-15339_S44_E1-50	Pvalb	Pvalb Th
LS-15339_S45_E1-50	Pvalb	Pvalb Cnr1 3
LS-15339_S46_E1-50	Pvalb	Pvalb Cnr1 2
LS-15339_S47_E1-50	Pvalb	Pvalb Cnr1 2
LS-15339_S48_E1-50	Pvalb	Pvalb Cnr1 2
LS-15339_S49_E1-50	Pvalb	Pvalb Il1rapl2  1
LS-15339_S50_E1-50	Pvalb	Pvalb Il1rapl2  1
LS-15339_S51_E1-50	Pvalb	Pvalb Il1rapl2  1
LS-15339_S52_E1-50	Pvalb	Pvalb Il1rapl2  1
LS-15339_S53_E1-50	Pvalb	Pvalb Il1rapl2  1
LS-15339_S54_E1-50	Pvalb	Pvalb Cnr1 3
LS-15339_S55_E1-50	Pvalb	Pvalb Cnr1 3
LS-15339_S56_E1-50	Pvalb	Pvalb Cnr1 3
LS-15339_S57_E1-50	Pvalb	Pvalb Cnr1 3
LS-15339_S58_E1-50	Pvalb	Pvalb Cnr1 3
LS-15339_S59_E1-50	Pvalb	Pvalb Il1rapl2  1
LS-15339_S60_E1-50	Pvalb	Pvalb Cnr1 3
LS-15339_S61_E1-50	Pvalb	Pvalb Cnr1 3
LS-15339_S62_E1-50	Pvalb	Pvalb Cnr1 1
LS-15339_S63_E1-50	Pvalb	Pvalb Cnr1 3
LS-15339_S64_E1-50	Pvalb	Pvalb Cnr1 2
LS-15339_S70_E1-50	Pvalb	Pvalb Cnr1 3
LS-15339_S71_E1-50	Pvalb	Pvalb Cnr1 3
LS-15339_S72_E1-50	Pvalb	Pvalb Cnr1 1
LS-15345_S01_E1-50	Vip	Vip Gpc3 3
LS-15345_S02_E1-50	Vip	Vip Sfrp2 1
LS-15345_S03_E1-50	Vip	Vip Chat_1
LS-15345_S04_E1-50	Vip	Vip Gpc3 3
LS-15345_S05_E1-50	Vip	Vip Gpc3 2
LS-15345_S06_E1-50	Vip	Vip Sfrp2 1
LS-15345_S07_E1-50	Vip	Vip Chat_3
LS-15345_S08_E1-50	Vip	Vip Krt12
LS-15345_S09_E1-50	Sst	Sst Myh8_4
LS-15345_S10_E1-50	Sst	Sst Myh8_2
LS-15345_S11_E1-50	Sst	Sst Myh8_2
LS-15345_S12_E1-50	Sst	Sst Myh8_1
LS-15345_S13_E1-50	Sst	Sst Myh8_3
LS-15345_S14_E1-50	Sst	Sst Myh8_4
LS-15345_S15_E1-50	Sst	Sst Myh8_4
LS-15345_S16_E1-50	Sst	Sst Myh8_1
LS-15345_S17_E1-50	Sst	Sst Mrap2_2
LS-15345_S18_E1-50	Sst	Sst Mrap2_3
LS-15345_S19_E1-50	Sst	Sst Myh8_4
LS-15345_S20_E1-50	Sst	Sst Crygs_2
LS-15345_S21_E1-50	Sst	Sst Myh8_3
LS-15345_S22_E1-50	Sst	Sst Myh8_4
LS-15345_S23_E1-50	Sst	Sst Myh8_4
LS-15345_S24_E1-50	Sst	Sst Myh8_1
LS-15345_S25_E1-50	Sst	Sst Myh8_4
LS-15345_S26_E1-50	Sst	Sst Crygs_3
LS-15345_S27_E1-50	Sst	Sst Myh8_3
LS-15345_S28_E1-50	Sst	Sst Myh8_3
LS-15345_S29_E1-50	Sst	Sst Th
LS-15345_S30_E1-50	Sst	Sst Crygs_3
LS-15345_S31_E1-50	Sst	Sst Myh8_4
LS-15345_S32_E1-50	Sst	Sst Myh8_3
LS-15346_S01_E1-50	Endo	Endo
LS-15346_S02_E1-50	Sst Chodl	Sst Chodl
LS-15346_S03_E1-50	SMC	SMC
LS-15346_S04_E1-50	SMC	SMC
LS-15346_S06_E1-50	L5_Tshz2	L5 ALM Trh
LS-15346_S07_E1-50	Endo	Endo
LS-15346_S08_E1-50	L6a_Foxp2	L6a ALM Foxp2 
LS-15346_S09_E1-50	L6a_Foxp2	L6a ALM Foxp2 
LS-15346_S10_E1-50	Vip	Vip Prss12_1
LS-15346_S11_E1-50	Endo	Endo
LS-15346_S12_E1-50	Glia	Oligo
LS-15346_S13_E1-50	Sst	Sst Crygs_1
LS-15346_S14_E1-50	Sst	Sst Myh8_4
LS-15346_S15_E1-50	SMC	SMC
LS-15346_S16_E1-50	Sst	Sst Crygs_1
LS-15346_S17_E1-50	Glia	Astro
LS-15346_S18_E1-50	L5a	L5 ALM Arhgap25_3
LS-15346_S20_E1-50	Glia	OPC
LS-15346_S21_E1-50	Glia	Oligo
LS-15346_S22_E1-50	Glia	Astro
LS-15346_S23_E1-50	L5_Tshz2	L5 ALM Slc17a8
LS-15346_S24_E1-50	Glia	Micro_2
LS-15346_S25_E1-50	Glia	Astro
LS-15346_S26_E1-50	Glia	Astro
LS-15346_S27_E1-50	Endo	Endo
LS-15346_S28_E1-50	Glia	Micro_2
LS-15346_S29_E1-50	Glia	Oligo
LS-15346_S30_E1-50	Glia	Micro_2
LS-15346_S31_E1-50	Glia	Micro_1
LS-15346_S32_E1-50	Glia	Oligo
LS-15346_S35_E1-50	Glia	Oligo
LS-15346_S36_E1-50	L5a	L5 ALM Oprk1
LS-15346_S37_E1-50	Glia	Astro
LS-15346_S38_E1-50	Glia	Oligo
LS-15346_S39_E1-50	Glia	Astro
LS-15346_S40_E1-50	Glia	OPC
